timestamp,Marktpreis_deutschland,Marktpreis_Schweiz,Marktpreis_Ã–sterreich,Marktpreis_Italien_Nord,Marktpreis_Frankreich
1591740000000.0,31.36,30.05,31.26,29.55,30.07
1591826400000.0,24.06,25.87,24.06,24.66,24.06
1591912800000.0,20.72,22.6,21.1,20.86,20.69
1591999200000.0,19.84,20.22,19.89,19.99,20.18
1592085600000.0,18.51,17.64,18.77,20.27,19.35
1592172000000.0,31.05,29.04,31.05,31.11,31.05
1592258400000.0,34.12,34.61,33.97,31.19,32.39
1592344800000.0,37.24,32.15,36.87,32.6,34.69
1592431200000.0,31.8,30.76,31.8,31.04,31.77
1592517600000.0,29.85,29.93,29.86,30.03,29.86
1592604000000.0,24.08,22.19,24.08,24.05,24.08
1592690400000.0,19.5,19.76,19.45,20.06,19.09
1592776800000.0,29.58,29.01,29.72,30.21,30.18
1592863200000.0,32.74,32.64,32.36,31.61,32.27
1592949600000.0,35.57,34.31,35.49,34.6,34.99
1593036000000.0,34.45,35.17,34.8,35.37,35.91
1593122400000.0,34.8,34.58,34.92,35.01,35.27
1593208800000.0,26.83,28.15,26.82,26.82,26.78
1593295200000.0,17.11,18.34,17.33,27.29,18.19
1593381600000.0,27.48,28.84,28.5,29.28,29.24
1593468000000.0,18.35,29.56,27.37,34.63,34.36
1593554400000.0,32.38,35.22,33.04,39.57,35.13
1593640800000.0,38.91,36.71,38.95,40.72,38.94
1593727200000.0,34.93,35.55,35.29,37.57,36.57
1593813600000.0,15.4,20.81,20.46,22.87,21.88
1593900000000.0,-15.34,7.65,0.86,21.9,3.19
1593986400000.0,14.28,27.62,24.0,31.87,27.13
1594072800000.0,31.9,34.27,32.64,34.32,35.09
1594159200000.0,41.21,39.01,41.21,41.3,41.26
1594245600000.0,42.42,41.37,42.17,40.58,41.54
1594332000000.0,36.62,37.5,37.14,38.59,38.02
1594418400000.0,28.6,29.75,28.77,29.85,29.38
1594504800000.0,24.77,25.71,24.8,27.16,24.9
1594591200000.0,34.18,35.58,34.31,34.94,34.68
1594677600000.0,36.76,35.56,36.68,36.61,35.12
1594764000000.0,41.71,38.92,41.42,40.24,39.94
1594850400000.0,44.45,40.8,44.01,40.73,40.26
1594936800000.0,37.58,38.98,37.48,37.51,36.98
1595023200000.0,29.01,29.68,29.36,30.46,30.1
1595109600000.0,27.78,26.12,27.87,28.22,28.14
1595196000000.0,32.96,34.67,33.58,35.66,35.42
1595282400000.0,31.71,36.2,33.04,37.05,36.05
1595368800000.0,34.35,35.88,35.18,38.58,37.71
1595455200000.0,35.69,36.54,36.71,39.84,39.43
1595541600000.0,31.15,34.5,32.54,34.89,33.96
1595628000000.0,25.52,29.11,26.96,27.79,27.29
1595714400000.0,12.61,18.62,20.4,23.56,20.16
1595800800000.0,32.53,32.74,33.46,36.43,35.05
1595887200000.0,22.97,32.71,31.08,38.44,32.99
1595973600000.0,20.75,34.23,31.66,46.25,37.69
1596060000000.0,35.62,36.65,36.81,46.19,40.36
1596146400000.0,38.51,38.38,39.41,55.21,41.41
1596232800000.0,28.31,32.56,29.49,33.4,32.8
1596319200000.0,28.19,29.22,28.86,30.14,28.34
1596405600000.0,36.72,36.51,36.72,38.5,36.7
1596492000000.0,36.39,35.77,36.39,37.21,34.81
1596578400000.0,29.61,32.93,30.48,40.55,33.31
1596664800000.0,33.28,34.99,34.0,37.06,36.72
1596751200000.0,35.98,34.91,36.39,38.23,38.0
1596837600000.0,32.04,32.53,32.29,32.61,33.17
1596924000000.0,28.53,29.15,28.77,30.07,30.18
1597010400000.0,36.98,36.93,37.37,38.68,38.5
1597096800000.0,36.3,36.47,36.96,38.79,39.88
1597183200000.0,35.86,36.65,36.83,40.26,40.49
1597269600000.0,38.59,38.36,38.82,38.73,39.33
1597356000000.0,40.83,38.45,40.2,37.03,37.7
1597442400000.0,31.86,31.03,31.86,31.92,31.86
1597528800000.0,28.68,28.12,28.71,31.93,28.8
1597615200000.0,40.36,37.43,40.34,40.13,39.94
1597701600000.0,42.39,39.81,42.23,40.68,41.28
1597788000000.0,38.23,38.96,38.26,37.72,38.14
1597874400000.0,38.11,35.7,38.08,38.25,37.79
1597960800000.0,31.81,33.3,32.3,34.78,32.91
1598047200000.0,23.83,26.81,27.24,34.02,25.02
1598133600000.0,16.33,23.24,21.89,26.25,22.15
1598220000000.0,44.72,38.32,44.74,44.49,44.73
1598306400000.0,38.46,38.12,38.97,39.72,39.7
1598392800000.0,17.89,32.72,33.57,46.0,37.4
1598479200000.0,46.31,48.53,48.07,51.56,52.82
1598565600000.0,40.7,43.38,41.16,43.9,42.61
1598652000000.0,35.64,37.22,35.76,37.32,36.24
1598738400000.0,33.82,33.6,33.81,33.81,33.75
1598824800000.0,54.04,49.1,54.04,53.84,54.31
1598911200000.0,49.81,52.89,49.81,49.7,49.87
1598997600000.0,49.82,49.42,49.82,49.48,49.83
1599084000000.0,40.54,42.74,42.19,46.85,46.98
1599170400000.0,38.32,41.89,39.93,44.79,44.38
1599256800000.0,33.41,35.83,33.81,37.49,35.38
1599343200000.0,34.83,35.54,34.83,35.53,34.88
1599429600000.0,43.54,45.49,43.79,47.64,45.85
1599516000000.0,37.6,43.93,40.8,47.07,46.59
1599602400000.0,36.63,43.52,40.38,49.99,49.48
1599688800000.0,47.34,50.27,48.05,52.0,50.93
1599775200000.0,47.81,45.94,48.8,56.56,52.43
1599861600000.0,31.87,39.32,37.49,40.64,39.86
1599948000000.0,20.19,35.41,33.97,36.29,34.71
1600034400000.0,53.11,52.24,53.69,53.17,55.23
1600120800000.0,70.2,61.18,70.86,70.03,72.76
1600207200000.0,53.41,52.0,55.92,58.24,57.83
1600293600000.0,46.4,51.63,49.27,51.59,50.25
1600380000000.0,42.13,47.54,44.35,45.16,44.71
1600466400000.0,36.54,40.18,37.74,39.61,39.59
1600552800000.0,37.52,38.19,38.01,38.51,38.9
1600639200000.0,61.1,56.92,61.92,57.68,64.4
1600725600000.0,53.31,55.78,54.09,56.28,55.54
1600812000000.0,46.43,49.3,49.43,49.56,48.76
1600898400000.0,38.18,43.84,45.79,47.04,43.64
1600984800000.0,41.37,42.38,42.24,48.16,41.93
1601071200000.0,33.13,34.77,33.1,33.99,33.27
1601157600000.0,30.03,32.34,30.2,34.53,31.05
1601244000000.0,47.26,52.5,47.26,47.26,47.26
1601330400000.0,58.62,53.7,58.62,54.92,58.82
1601416800000.0,50.25,50.29,50.33,50.81,50.79
1601503200000.0,41.02,45.3,42.55,45.19,44.09
1601589600000.0,35.68,42.45,37.27,43.08,38.5
1601676000000.0,16.46,28.8,20.85,31.81,29.96
1601762400000.0,7.11,15.72,9.35,18.23,17.71
1601848800000.0,32.09,34.45,32.57,35.16,33.73
1601935200000.0,34.45,34.26,34.72,39.02,35.33
1602021600000.0,36.62,38.1,37.13,39.08,38.33
1602108000000.0,29.83,33.89,32.96,38.33,37.22
1602194400000.0,39.97,42.83,40.78,43.63,42.25
1602280800000.0,31.23,33.19,32.39,33.7,33.52
1602367200000.0,32.18,30.1,32.45,33.44,32.76
1602453600000.0,46.9,48.93,47.0,47.19,47.19
1602540000000.0,45.23,48.32,45.38,47.78,46.95
1602626400000.0,35.67,41.56,37.96,53.12,43.3
1602712800000.0,40.94,44.55,41.92,44.41,44.03
1602799200000.0,46.94,47.61,47.05,47.8,47.8
1602885600000.0,40.76,42.29,40.96,41.92,41.92
1602972000000.0,30.56,38.13,34.06,39.24,39.17
1603058400000.0,44.64,45.78,44.81,48.06,44.63
1603144800000.0,35.22,41.67,37.51,47.02,39.27
1603231200000.0,32.61,42.35,35.46,46.29,38.99
1603317600000.0,32.39,45.15,37.49,48.71,44.02
1603404000000.0,44.78,47.54,45.4,48.24,46.68
1603490400000.0,30.58,30.9,33.3,44.78,31.18
1603576800000.0,13.38,23.26,15.23,31.6,17.88
1603666800000.0,38.27,40.66,38.63,43.36,39.65
1603753200000.0,34.61,38.95,35.93,48.68,38.88
1603839600000.0,29.94,36.56,32.84,50.17,38.2
1603926000000.0,32.65,35.74,35.25,45.67,37.18
1604012400000.0,30.19,35.15,31.1,44.62,33.02
1604098800000.0,31.02,31.57,31.22,33.43,31.98
1604185200000.0,16.95,18.81,17.85,31.71,17.34
1604271600000.0,23.4,25.6,28.08,41.68,26.7
1604358000000.0,35.74,37.89,36.37,42.56,36.99
1604444400000.0,40.01,41.11,40.53,43.49,41.63
1604530800000.0,38.66,41.52,38.81,42.84,39.02
1604617200000.0,40.54,41.11,40.51,42.13,40.33
1604703600000.0,36.23,35.31,36.22,38.33,35.21
1604790000000.0,36.66,32.99,36.43,40.1,35.03
1604876400000.0,44.88,43.99,44.8,45.24,44.04
1604962800000.0,48.15,48.05,47.94,49.31,46.13
1605049200000.0,45.06,44.69,44.38,46.99,39.78
1605135600000.0,40.96,40.38,41.44,57.4,40.88
1605222000000.0,40.73,41.64,40.88,50.04,41.16
1605308400000.0,36.48,35.21,36.45,45.08,36.12
1605394800000.0,7.3,19.64,15.03,42.34,13.19
1605481200000.0,28.49,36.11,38.69,51.36,31.29
1605567600000.0,38.89,41.54,41.04,45.89,40.0
1605654000000.0,36.35,41.18,39.93,47.64,39.24
1605740400000.0,26.39,39.76,41.0,46.95,33.66
1605826800000.0,43.26,45.47,43.58,49.59,44.38
1605913200000.0,30.3,39.77,36.7,40.47,38.29
1605999600000.0,29.97,36.5,33.81,39.4,38.05
1606086000000.0,43.63,47.61,49.49,53.21,48.29
1606172400000.0,42.03,47.6,45.53,53.72,46.75
1606258800000.0,46.87,48.22,48.05,54.31,47.46
1606345200000.0,56.55,54.75,57.16,57.06,54.68
1606431600000.0,64.73,63.1,64.31,68.46,60.09
1606518000000.0,46.88,47.0,47.09,54.66,47.69
1606604400000.0,45.28,47.43,45.37,45.43,45.43
1606690800000.0,52.22,59.75,57.37,57.23,54.52
1606777200000.0,53.71,58.13,55.04,58.8,55.57
1606863600000.0,73.99,68.63,74.07,74.46,74.29
1606950000000.0,48.0,55.96,57.32,65.15,53.16
1607036400000.0,41.78,52.58,54.22,59.78,51.15
1607122800000.0,46.39,50.0,48.45,51.48,51.05
1607209200000.0,42.75,48.13,43.91,46.38,46.15
1607295600000.0,44.73,56.52,53.32,56.13,61.7
1607382000000.0,61.08,67.82,63.37,63.63,66.73
1607468400000.0,75.03,81.51,75.29,75.98,76.03
1607554800000.0,69.39,74.47,69.58,70.68,70.23
1607641200000.0,45.8,53.94,49.55,56.77,52.21
1607727600000.0,45.72,50.31,45.84,50.93,46.22
1607814000000.0,43.17,45.01,43.47,43.95,43.93
1607900400000.0,42.99,49.66,50.71,52.36,47.54
1607986800000.0,50.4,55.09,51.8,55.63,52.43
1608073200000.0,50.06,56.02,55.63,64.4,52.1
1608159600000.0,44.58,56.51,62.97,67.51,54.82
1608246000000.0,42.51,55.11,54.56,64.03,48.28
1608332400000.0,32.52,49.75,43.06,53.05,38.58
1608418800000.0,40.0,44.78,43.96,44.47,41.4
1608505200000.0,38.78,50.05,52.2,55.2,45.11
1608591600000.0,27.69,49.85,49.74,52.83,34.55
1608678000000.0,43.9,48.07,46.18,49.47,41.89
1608764400000.0,24.33,35.19,32.64,37.78,29.93
1608850800000.0,34.92,32.06,33.75,31.83,25.74
1608937200000.0,19.15,32.58,29.79,35.36,29.75
1609023600000.0,-13.45,23.21,30.43,34.42,19.58
1609110000000.0,39.21,43.33,40.48,41.98,42.09
1609196400000.0,46.21,48.31,47.85,49.27,49.23
1609282800000.0,47.07,49.69,48.36,51.38,50.27
1609369200000.0,46.7,49.73,47.84,48.97,49.23
1609455600000.0,48.4,48.06,48.4,48.17,48.4
1609542000000.0,50.56,55.35,50.56,50.98,50.56
1609628400000.0,38.62,48.88,40.92,47.49,47.1
1609714800000.0,48.02,60.33,50.57,58.92,59.27
1609801200000.0,55.34,58.72,57.29,60.08,63.85
1609887600000.0,52.68,57.69,56.96,58.07,70.16
1609974000000.0,70.93,70.16,73.25,73.14,82.1
1610060400000.0,78.34,78.17,79.53,80.12,84.85
1610146800000.0,59.32,61.37,59.58,60.65,60.6
1610233200000.0,52.16,57.49,53.38,57.06,56.85
1610319600000.0,48.15,72.36,52.9,67.41,67.69
1610406000000.0,46.1,66.92,58.24,68.16,63.54
1610492400000.0,42.47,68.19,61.08,74.93,73.85
1610578800000.0,70.58,74.91,71.47,81.24,73.33
1610665200000.0,72.89,79.95,72.8,72.72,72.32
1610751600000.0,55.85,57.57,56.26,59.02,57.78
1610838000000.0,54.0,57.45,54.55,58.69,56.66
1610924400000.0,55.95,66.08,67.56,70.33,69.17
1611010800000.0,44.95,64.11,68.61,69.57,60.39
1611097200000.0,36.28,56.96,56.83,63.22,49.13
1611183600000.0,30.07,56.21,59.44,60.79,41.6
1611270000000.0,42.53,56.19,51.43,60.27,49.95
1611356400000.0,51.72,53.0,51.74,53.57,51.81
1611442800000.0,49.17,50.74,49.15,49.2,49.16
1611529200000.0,60.84,64.87,61.08,63.34,61.7
1611615600000.0,61.37,66.38,62.01,65.24,64.12
1611702000000.0,57.99,63.09,58.28,61.25,59.26
1611788400000.0,55.31,56.55,56.04,59.82,55.01
1611874800000.0,49.68,52.62,51.96,54.53,47.71
1611961200000.0,48.48,48.84,48.43,49.72,48.02
1612047600000.0,48.23,46.02,48.19,47.96,47.93
1612134000000.0,57.47,57.88,57.37,60.86,56.81
1612220400000.0,54.62,57.9,54.95,58.96,48.7
1612306800000.0,44.53,54.14,44.23,58.42,41.87
1612393200000.0,52.04,52.85,52.15,55.54,52.26
1612479600000.0,51.39,52.98,51.42,63.94,51.52
1612566000000.0,36.38,48.79,38.13,56.8,38.34
1612652400000.0,19.38,42.32,23.27,37.0,26.03
1612738800000.0,43.52,53.46,45.13,51.35,50.07
1612825200000.0,64.32,64.43,64.54,66.14,65.31
1612911600000.0,72.21,67.26,72.27,72.48,72.48
1612998000000.0,79.3,78.26,79.26,75.05,79.0
1613084400000.0,62.13,68.45,62.38,66.05,63.46
1613170800000.0,53.22,56.01,53.53,57.13,54.65
1613257200000.0,45.89,48.73,46.26,49.38,47.81
1613343600000.0,50.75,56.68,54.2,59.56,52.1
1613430000000.0,52.43,59.11,57.58,61.4,53.68
1613516400000.0,49.66,56.09,52.65,62.62,49.87
1613602800000.0,45.4,53.59,51.63,60.08,48.35
1613689200000.0,47.71,51.56,50.52,61.51,47.54
1613775600000.0,34.05,44.92,38.65,53.65,32.74
1613862000000.0,32.92,34.22,32.81,43.27,32.15
1613948400000.0,49.9,50.62,52.02,55.97,48.51
1614034800000.0,45.58,52.85,46.31,56.98,44.4
1614121200000.0,38.13,50.93,48.41,54.29,35.98
1614207600000.0,46.16,51.6,46.16,58.84,46.16
1614294000000.0,47.63,51.72,48.21,60.27,47.71
1614380400000.0,44.94,48.13,44.82,50.44,44.08
1614466800000.0,42.07,42.9,41.95,42.81,40.76
1614553200000.0,49.76,54.16,50.72,55.2,49.96
1614639600000.0,53.5,55.44,55.54,61.05,54.16
1614726000000.0,51.91,55.75,53.63,62.25,53.02
1614812400000.0,54.08,53.69,54.12,61.52,54.28
1614898800000.0,53.6,54.03,53.44,57.25,52.39
1614985200000.0,44.71,50.04,44.77,54.97,44.94
1615071600000.0,44.82,47.17,45.68,53.23,46.63
1615158000000.0,61.61,60.41,61.63,62.84,61.74
1615244400000.0,60.92,61.9,61.04,63.0,61.2
1615330800000.0,50.82,54.65,56.47,56.23,54.2
1615417200000.0,27.43,53.48,54.19,61.31,39.86
1615503600000.0,22.29,54.88,47.81,60.65,37.36
1615590000000.0,11.93,51.18,41.34,55.96,23.61
1615676400000.0,15.75,34.19,39.26,44.03,24.74
1615762800000.0,49.28,54.34,51.63,55.67,50.11
1615849200000.0,56.01,61.98,56.06,62.38,56.23
1615935600000.0,57.65,62.66,58.16,59.82,56.18
1616022000000.0,64.86,64.08,65.55,71.68,64.26
1616108400000.0,56.45,64.2,62.44,63.53,56.53
1616194800000.0,51.34,57.62,51.37,63.58,51.46
1616281200000.0,35.42,49.9,37.96,55.25,40.45
1616367600000.0,60.48,61.09,60.56,62.31,60.85
1616454000000.0,62.33,63.2,63.32,63.59,63.57
1616540400000.0,55.54,62.25,59.55,62.61,61.41
1616626800000.0,58.85,62.78,63.52,65.51,59.48
1616713200000.0,51.37,62.38,59.26,65.32,53.92
1616799600000.0,24.69,55.7,45.02,57.28,36.38
1616886000000.0,18.25,40.05,41.84,60.53,28.31
1616968800000.0,40.81,58.67,50.69,62.5,46.05
1617055200000.0,55.73,58.81,57.59,62.31,55.41
1617141600000.0,58.72,59.98,58.37,60.79,57.04
1617228000000.0,52.29,54.57,54.92,61.23,52.79
1617314400000.0,36.5,48.47,44.53,56.77,41.35
1617400800000.0,39.56,40.75,39.04,58.65,35.0
1617487200000.0,27.69,33.0,28.09,40.1,29.2
1617573600000.0,-17.0,9.63,7.39,52.07,26.81
1617660000000.0,35.38,58.23,49.46,61.73,58.51
1617746400000.0,50.32,67.82,58.11,67.52,75.26
1617832800000.0,57.58,73.96,61.38,72.72,71.51
1617919200000.0,53.92,68.74,60.56,71.56,72.63
1618005600000.0,58.81,62.11,59.02,59.77,59.63
1618092000000.0,48.69,55.02,50.96,58.54,53.34
1618178400000.0,62.72,74.1,67.53,73.9,72.01
1618264800000.0,57.52,81.65,70.95,79.34,83.62
1618351200000.0,69.49,81.3,76.51,82.69,80.66
1618437600000.0,66.97,82.76,74.94,76.79,74.32
1618524000000.0,63.04,73.74,69.35,74.16,71.42
1618610400000.0,61.2,63.96,63.23,68.08,64.46
1618696800000.0,62.63,62.82,65.36,68.69,64.33
1618783200000.0,75.67,81.75,83.38,82.46,82.16
1618869600000.0,75.77,82.63,81.95,81.17,81.14
1618956000000.0,59.88,75.5,79.47,79.07,78.27
1619042400000.0,45.9,74.56,58.28,73.74,70.11
1619128800000.0,61.73,67.51,65.39,70.75,65.19
1619215200000.0,52.91,54.18,53.23,64.73,53.02
1619301600000.0,37.48,40.65,37.47,67.06,37.45
1619388000000.0,61.92,64.57,64.44,72.64,60.65
1619474400000.0,59.51,69.54,69.78,75.43,66.56
1619560800000.0,61.72,65.21,67.78,73.52,69.43
1619647200000.0,59.44,68.15,68.84,74.02,68.72
1619733600000.0,69.15,71.95,69.88,72.98,73.58
1619820000000.0,56.68,59.87,56.69,57.23,57.01
1619906400000.0,43.81,47.98,43.7,45.81,46.81
1619992800000.0,62.43,61.96,62.9,71.63,66.64
1620079200000.0,30.26,46.56,32.26,73.36,36.99
1620165600000.0,31.81,60.08,44.77,72.29,62.48
1620252000000.0,64.97,72.44,65.59,74.08,73.15
1620338400000.0,71.3,69.97,71.58,76.62,72.43
1620424800000.0,50.74,52.97,49.77,68.12,47.32
1620511200000.0,3.62,2.91,7.34,64.64,6.65
1620597600000.0,57.46,57.65,57.76,67.77,58.36
1620684000000.0,72.17,70.51,72.17,75.62,72.17
1620770400000.0,68.75,68.27,68.75,69.59,68.77
1620856800000.0,62.74,56.32,62.74,73.68,62.74
1620943200000.0,71.8,66.44,71.75,77.53,71.53
1621029600000.0,60.2,63.37,60.11,62.95,57.49
1621116000000.0,39.87,41.92,38.31,46.06,30.13
1621202400000.0,73.7,67.26,73.12,71.03,69.9
1621288800000.0,74.18,73.82,74.18,75.07,74.18
1621375200000.0,77.71,74.95,77.46,78.71,76.88
1621461600000.0,69.99,71.92,69.83,71.75,69.34
1621548000000.0,31.34,46.32,36.22,77.7,28.05
1621634400000.0,-7.04,21.55,16.19,62.32,17.99
1621720800000.0,21.14,25.28,21.52,62.09,23.9
1621807200000.0,31.65,56.13,32.44,72.49,32.81
1621893600000.0,59.78,61.69,59.79,68.44,59.83
1621980000000.0,65.61,69.24,66.28,81.99,69.18
1622066400000.0,71.77,75.42,71.96,82.92,72.52
1622152800000.0,73.6,76.16,73.6,79.05,73.34
1622239200000.0,56.49,60.53,56.49,64.39,56.57
1622325600000.0,37.85,43.33,37.04,59.04,31.77
1622412000000.0,67.46,69.13,67.32,70.62,66.66
1622498400000.0,68.25,68.69,68.25,70.06,68.22
1622584800000.0,66.69,65.91,66.54,66.69,65.97
1622671200000.0,61.96,65.08,63.13,66.89,65.54
1622757600000.0,71.8,72.0,71.8,75.97,71.8
1622844000000.0,62.56,60.29,62.71,68.22,63.23
1622930400000.0,59.44,53.46,59.09,67.06,57.55
1623016800000.0,77.34,75.58,77.34,77.77,77.34
1623103200000.0,76.92,77.1,76.82,77.22,76.18
1623189600000.0,76.74,76.27,76.55,75.83,75.57
1623276000000.0,78.83,77.08,78.74,82.8,78.19
1623362400000.0,78.1,74.4,78.0,81.53,77.52
1623448800000.0,39.18,49.48,40.12,72.95,46.7
1623535200000.0,19.4,29.13,19.59,64.87,26.01
1623621600000.0,74.22,75.83,75.41,75.43,75.07
1623708000000.0,82.61,82.71,82.67,83.72,82.52
1623794400000.0,85.0,83.73,85.11,90.28,86.85
1623880800000.0,77.51,81.16,80.08,89.67,82.24
1623967200000.0,80.12,81.98,80.33,86.18,80.72
1624053600000.0,70.1,72.25,71.03,74.28,73.16
1624140000000.0,58.43,54.04,58.39,76.08,57.89
1624226400000.0,77.63,78.58,77.63,83.98,77.63
1624312800000.0,84.59,81.26,84.47,89.05,83.18
1624399200000.0,92.84,88.6,92.36,101.07,84.34
1624485600000.0,94.83,90.18,94.69,103.19,88.98
1624572000000.0,89.73,86.13,89.54,95.12,86.4
1624658400000.0,79.88,75.67,79.51,83.7,76.44
1624744800000.0,64.96,65.78,66.01,82.28,51.91
1624831200000.0,88.73,84.0,88.79,97.36,87.84
1624917600000.0,91.65,91.7,91.64,111.23,90.07
1625004000000.0,92.38,89.18,92.27,102.43,90.24
1625090400000.0,89.39,88.27,89.36,97.32,87.79
1625176800000.0,96.58,96.32,97.04,109.97,96.46
1625263200000.0,83.6,84.22,84.85,106.28,83.79
1625349600000.0,82.96,81.63,82.64,92.25,79.36
1625436000000.0,93.84,93.12,93.68,96.69,92.64
1625522400000.0,80.68,85.8,87.02,103.24,80.95
1625608800000.0,99.11,97.53,100.76,111.41,98.1
1625695200000.0,109.04,96.29,109.46,109.85,93.9
1625781600000.0,91.42,88.47,91.3,93.57,90.69
1625868000000.0,80.45,79.01,81.3,88.08,81.6
1625954400000.0,77.74,77.96,77.74,82.63,77.74
1626040800000.0,93.45,91.25,93.49,101.87,93.33
1626127200000.0,95.02,92.48,95.01,106.62,94.2
1626213600000.0,87.39,84.73,88.61,99.26,70.23
1626300000000.0,89.74,87.01,88.94,96.12,74.08
1626386400000.0,84.96,84.89,85.08,98.27,83.48
1626472800000.0,61.69,64.68,65.79,89.68,63.38
1626559200000.0,45.78,45.59,45.84,79.84,45.91
1626645600000.0,89.21,85.8,89.48,95.43,89.37
1626732000000.0,91.69,91.56,91.78,108.62,91.18
1626818400000.0,89.99,92.66,92.35,100.65,91.01
1626904800000.0,87.56,89.54,88.36,100.05,88.19
1626991200000.0,88.8,85.61,88.91,107.82,87.76
1627077600000.0,75.76,75.52,75.91,98.05,76.16
1627164000000.0,60.71,62.53,61.02,84.61,61.39
1627250400000.0,88.5,87.5,88.33,104.48,86.61
1627336800000.0,87.22,83.89,87.07,111.97,84.39
1627423200000.0,79.42,77.58,85.09,113.68,66.99
1627509600000.0,46.1,60.81,69.59,112.13,48.66
1627596000000.0,64.81,64.64,70.65,106.71,42.67
1627682400000.0,29.82,32.84,47.69,105.7,27.45
